GREEN,RED,IR
1713425,1876749,1644182
1713548,1876605,1645286
1713313,1876387,1644207
1713449,1875883,1643768
1713210,1875700,1644068
1713176,1875783,1644485
1713120,1875873,1643768
1713236,1875964,1643172
1713565,1875421,1643365
1713531,1874787,1642955
1713436,1874185,1643399
1713275,1873909,1643251
1713287,1873653,1643205
1713481,1874000,1643251
1713294,1874238,1643445
1712969,1874256,1642641
1712969,1873948,1642850
1712762,1873417,1643125
1712849,1873291,1642704
1712813,1872860,1642433
1712724,1872306,1641626
1712817,1872119,1642244
1712605,1872460,1642102
1712454,1872634,1642512
1712321,1872703,1641699
1712293,1871869,1641145
1712471,1871919,1641657
1712032,1871922,1640963
1712032,1872152,1641443
1712256,1871944,1641848
1712547,1871849,1641620
1712240,1871799,1641463
1712411,1871194,1641560
1712344,1871153,1640460
1712413,1871442,1639046
1712335,1871390,1639298
1712189,1871241,1637547
1711850,1871162,1637143
1711850,1871208,1636570
1711958,1870851,1635817
1712029,1871075,1635069
1712075,1870838,1634417
1712081,1870525,1634047
1712050,1870285,1634078
1711824,1869890,1633796
1711868,1869481,1634498
1711986,1869074,1634273
1712022,1869226,1634255
1711964,1868848,1632582
1711751,1868551,1631883
1711785,1868568,1632778
1712120,1868771,1632181
1711978,1868875,1631843
1712354,1869398,1631222
1712328,1869395,1630848
1712547,1869300,1630782
1712453,1869244,1631453
1712522,1869446,1630975
1712356,1870221,1631075
1711993,1870111,1630813
1711993,1870044,1631036
1711846,1870234,1630726
1712281,1869952,1630556
1711909,1870575,1630579
1712256,1870138,1630875
1712056,1869792,1631101
1712018,1869805,1631086
1712074,1869425,1630787
1712049,1869558,1632135
1711960,1869597,1631623
1711881,1869683,1631148
1711707,1869564,1630762
1711642,1869458,1631292
1711449,1869487,1630326
1711468,1869124,1630088
1711575,1868748,1629534
1711711,1868446,1629797
1711684,1868132,1629328
1711791,1868139,1629266
1711506,1868331,1629771
1711349,1868385,1629076
1711270,1868693,1628626
1711136,1868548,1627923
1711136,1868440,1628238
1710964,1867863,1627912
1711323,1867119,1628463
1711223,1866724,1627696
1711335,1866604,1628406
1711052,1865761,1628002
1711407,1865259,1628143
1711316,1865003,1628130
1711364,1864291,1628277
1711419,1863952,1628162
1711404,1863911,1628020
1711393,1863876,1628121
1711307,1863439,1628714
1711338,1863247,1627782
1711305,1863151,1627316
1711698,1862870,1627549
1711546,1862356,1627906
1711451,1862275,1627946
1711249,1862057,1627613
1711379,1862344,1627425
1711360,1862506,1627874
1711088,1862939,1627681
1710653,1863149,1627883
1710653,1862919,1628357
1710746,1863237,1627843
1710733,1863914,1628695
1710968,1864157,1628216
1710773,1863839,1628029
1710813,1863969,1627950
1710599,1865679,1627550
1710867,1866400,1627321
1710941,1866641,1627814
1710781,1866736,1628405
1710915,1866095,1628583
1710780,1865623,1627955
1710366,1865274,1628157
1710701,1865458,1628322
1711003,1865274,1628030
1711262,1865103,1627306
1710873,1864453,1628448
1711150,1863798,1628439
1710895,1863673,1629523
1711072,1863433,1628035
1711069,1863417,1627772
1710803,1863291,1628377
1710803,1863068,1627805
1710731,1863256,1628987
1711059,1863274,1629111
1710854,1863627,1629301
1710876,1864029,1628868
1710942,1863649,1627952
1711157,1862999,1628536
1711202,1862957,1627319
1711230,1862459,1627408
1711155,1862581,1628576
1711041,1862735,1628328
1711011,1862800,1628766
1710970,1862868,1628237
1710970,1862378,1629342
1711234,1861878,1629151
