GREEN,RED,IR
1399380,1482558,1864575
1399276,1483018,1866549
1399224,1483029,1866129
1399573,1483571,1866173
1399483,1483666,1866518
1399627,1484028,1865479
1399483,1484245,1864695
1399538,1484148,1864591
1399604,1484420,1864735
1399802,1484961,1865245
1400024,1485934,1864864
1400350,1486878,1865176
1400347,1487812,1865844
1400391,1488571,1864918
1400226,1489513,1863716
1400636,1491845,1863675
1400325,1492369,1864620
1400334,1493063,1864851
1400267,1493473,1864005
1400526,1493419,1863793
1400184,1494037,1864441
1399842,1494327,1864392
1399939,1494284,1865437
1400048,1494432,1864929
1400130,1494586,1863775
1400098,1494629,1864287
1400313,1494711,1865166
1400189,1494552,1865096
1400160,1494462,1865563
1400305,1494342,1866138
1400349,1494055,1866202
1400502,1493515,1865337
1400229,1492994,1866091
1400448,1492408,1865281
1400198,1491871,1865004
1400239,1491331,1864296
1399850,1491183,1864575
1399781,1491007,1865330
1399781,1490790,1865579
1399903,1490859,1865191
1399995,1491309,1866096
1399899,1491630,1866498
1399752,1491665,1866105
1399739,1491599,1865182
1399654,1492127,1863913
1399509,1492527,1867030
1399501,1492385,1866833
1399551,1492870,1867245
1399630,1492819,1866057
1399706,1493037,1866442
1399530,1493449,1866276
1399670,1493965,1866368
1399867,1494285,1865982
1400008,1494607,1866775
1400132,1495218,1867516
1400122,1495717,1867961
1400467,1496195,1868237
1400393,1497008,1868145
1400393,1497503,1868933
1400423,1498017,1868806
1400059,1498186,1869614
1400059,1498184,1869725
1400250,1498228,1869761
1400288,1498128,1870485
1400274,1498467,1869139
1400402,1498194,1868535
1400470,1498094,1870488
1400154,1498296,1868252
1400272,1498348,1870054
1400196,1498165,1869738
1400275,1498141,1868576
1400503,1498105,1869556
1400366,1497628,1869421
1400174,1497802,1869818
1400428,1497175,1868055
1400634,1496695,1867538
1400543,1495977,1868720
1400532,1495343,1868204
1400614,1495826,1870855
1400793,1495973,1870800
1400747,1495520,1869240
1400582,1495466,1870183
1400972,1495291,1868899
1400582,1494982,1869489
1400436,1495038,1870092
1400383,1494908,1870915
1400410,1494388,1870923
1400343,1493641,1870656
1400120,1492941,1870720
1400242,1493460,1869399
1400165,1492365,1869342
1400205,1491927,1870781
1400320,1491734,1870517
1400389,1491027,1870343
1400069,1491028,1868481
1400138,1491079,1869723
1400642,1490826,1871351
1400363,1490717,1869955
1400216,1490930,1869122
1399948,1490563,1869286
1400095,1490213,1868628
1399904,1490071,1866779
1399697,1490650,1869336
1399684,1490402,1868984
1399477,1489867,1867408
1400041,1489858,1868522
1399379,1489909,1868305
1399326,1490083,1868561
1399502,1489808,1869063
1399460,1489823,1868866
1399300,1489448,1869421
1399108,1489556,1870906
1399175,1490688,1869871
1399233,1490337,1869100
1398913,1490434,1868961
1398913,1490163,1868572
1399488,1489992,1869099
1398863,1490316,1871018
1398810,1490427,1872370
1398611,1489934,1871589
1398551,1489858,1870176
1398891,1489810,1870493
1398576,1490416,1870024
1398392,1489603,1869189
1398356,1489297,1868553
1399173,1489153,1869411
1398527,1488621,1868659
1398386,1488083,1869068
1397962,1487540,1870154
1397823,1487537,1870372
1397792,1487230,1871657
1397964,1487130,1868599
1397764,1487437,1869762
1397799,1486497,1869362
1397640,1486158,1869845
1398329,1485947,1871137
1397660,1486087,1871685
1397184,1486451,1870116
1396996,1486136,1868907
1396996,1485796,1871625
1396929,1485631,1874389
1396818,1485406,1872100
1397034,1485995,1870610
1396673,1485142,1868771
1396630,1484852,1869981
1396730,1484892,1871881
1396546,1485257,1872416
1396465,1485316,1871682
1396599,1485633,1870768
1396720,1485542,1870982
1396363,1485207,1869138
1396290,1485712,1869266
1396381,1485327,1871389
1396421,1485352,1871426
1396456,1485531,1871622
1396300,1485625,1871625
1396449,1485595,1871585
1396311,1485670,1870910
1396478,1485936,1868804
1396178,1486047,1870795
1395975,1486181,1870688
1395975,1485840,1870862
1396023,1485496,1869226
1396196,1485461,1870640
1396080,1485283,1871378
1396124,1484952,1870545
1396129,1484400,1870795
1396157,1484308,1873007
1395899,1484051,1871629
1395877,1484327,1870600
1395887,1484461,1870392
1395700,1484126,1871303
1395795,1483815,1872445
1395744,1483590,1871848
1395846,1483972,1870825
1395899,1484035,1870223
1395957,1484173,1870189
1396114,1483804,1872967
1395777,1483530,1869300
1395950,1483476,1869032
1395739,1483250,1869713
1395996,1482961,1871605
1395678,1483029,1874423
1395237,1482888,1872838
1395237,1482566,1870903
1395130,1481794,1870306
1395042,1481844,1871503
1394996,1481537,1869618
1394712,1480807,1872002
1394468,1480131,1869689
1393922,1479770,1871322
1393433,1479961,1872128
1393374,1479190,1870851
1393288,1479282,1871168
1393009,1479355,1871422
1392663,1479124,1871778
1392423,1479155,1869984
1392454,1479041,1870677
1392271,1478826,1868890
1392460,1478613,1869416
1392335,1478688,1869708
1392149,1478392,1870342
1391907,1478257,1868088
1391664,1478384,1870145
1391664,1478393,1869107
1391239,1478461,1869986
1391239,1478203,1869392
1391053,1478056,1869798
1390942,1477848,1868943
1391106,1477908,1869704
1390903,1477369,1869832
1390776,1476891,1870558
1390491,1476495,1868371
1390009,1476018,1868304
1389756,1475868,1869341
1389634,1476206,1868284
1389572,1476026,1868940
1389552,1475474,1868661
1389240,1475166,1869444
1389063,1475202,1869130
1388933,1474946,1868879
1389095,1474756,1867400
1388955,1474457,1867792
1388770,1474129,1865021
1388432,1473745,1867837
1388597,1473895,1866843
1388444,1473770,1867869
1388225,1474227,1867617
1387989,1474374,1866446
1387989,1474157,1866934
1387770,1473953,1870490
1387824,1473730,1868028
1387947,1473947,1868920
1387751,1473439,1867927
1387669,1473077,1869504
1387298,1473125,1867926
1387238,1473030,1868680
1387278,1473372,1868675
1387289,1473664,1869173
1387049,1473646,1869666
1386960,1473753,1870872
1386985,1474068,1872893
1387104,1473998,1871218
1387059,1473905,1870839
1387330,1474186,1868202
1387103,1474223,1869047
1387013,1473939,1870678
1386672,1474214,1870386
1386765,1474538,1870233
1386992,1474446,1870365
1386902,1474816,1871365
1386902,1474510,1871093
1386670,1474522,1872701
1386792,1474366,1871274
1386838,1474483,1870692
1387064,1474324,1869881
1387078,1473944,1870667
1386819,1473974,1871248
1386752,1473870,1871079
1386671,1473750,1870394
1386689,1473537,1870394
1386628,1473249,1869925
1386665,1473103,1869964
1386484,1472388,1870541
1386371,1471940,1869338
1386315,1472009,1869864
1386405,1471807,1870380
1386414,1471873,1870432
1386446,1471870,1871232
1386053,1471664,1871340
1385888,1471436,1871515
1385973,1471518,1869137
1386092,1471753,1867909
1385304,1472031,1867740
1384973,1471927,1867369
1384973,1472046,1867410
1384961,1471909,1867690
1384784,1471981,1866608
1384742,1472019,1865433
1384564,1471934,1864633
1384579,1471601,1865378
1384258,1471970,1865961
1384294,1472133,1865136
1384067,1472214,1866019
1384159,1471960,1866486
1383758,1471894,1866869
1383908,1471348,1867110
1383655,1471181,1866799
1383747,1471299,1867342
1383515,1471408,1867153
1383639,1471819,1864942
1383712,1471751,1865122
1383475,1471955,1866683
1383346,1472036,1865903
1383205,1471806,1866074
1383176,1471830,1866354
1383059,1472141,1865053
1382741,1472549,1865200
1382741,1472813,1866563
1382722,1472950,1866383
1382558,1473225,1866723
1382439,1473782,1864631
1382766,1473963,1864644
1382722,1474012,1866800
1382180,1474448,1866064
1382325,1474344,1865085
1382118,1474675,1866009
1382197,1475347,1865266
1382287,1475559,1867204
1382192,1475110,1867770
1382050,1475071,1867314
1382219,1475223,1865512
1382128,1475059,1867090
1382490,1475257,1867686
1382380,1475002,1866945
1382418,1474919,1868441
1382235,1475027,1868179
1382330,1475215,1867089
1382393,1475480,1867012
1382125,1475820,1867485
1381918,1475899,1868492
1381918,1475995,1868767
1382011,1475716,1867744
1382101,1476177,1866529
1382101,1476057,1868214
1382039,1475909,1867970
1382234,1476080,1866553
1382328,1476523,1867497
1382309,1476750,1868310
1382559,1476578,1869208
1382844,1476130,1867381
1383061,1476265,1866577
1382926,1475844,1869581
1382549,1474774,1870003
1382363,1473869,1870085
1382732,1473903,1867878
1382621,1473935,1868228
1382504,1474021,1868773
1382198,1473822,1868467
1382179,1473756,1869138
1382123,1473518,1868116
1381959,1473612,1868740
1381969,1473510,1868502
1381758,1472875,1868077
1381367,1473081,1867664
1381316,1473131,1869433
1381541,1473050,1867436
1381730,1473357,1868177
1381565,1473664,1867836
1381249,1473648,1868095
1380901,1474410,1868144
1381001,1474413,1868610
1381120,1474623,1867773
1380931,1475262,1868480
1380931,1476021,1867699
