GREEN,RED,IR
1667805,1486627,1536502
1667945,1487101,1536854
1668164,1487318,1536999
1668086,1487893,1537248
1668086,1487986,1537069
1668208,1488007,1537225
1668518,1488014,1538146
1668501,1488521,1537862
1668909,1488530,1538574
1669135,1488201,1538478
1669188,1488768,1539563
1669195,1488977,1539299
1669037,1488771,1539557
1668875,1488273,1539329
1668708,1487705,1539757
1668535,1486525,1540376
1667802,1485408,1539754
1666988,1484765,1540478
1666404,1484065,1540815
1665951,1483120,1541477
1665210,1482811,1542523
1664652,1482039,1543866
1664050,1481617,1544333
1663415,1481449,1544634
1662862,1481156,1544624
1662657,1481474,1544730
1661824,1481510,1545237
1661824,1481375,1545805
1661530,1481595,1545833
1661331,1481593,1546347
1661272,1481690,1546906
1661068,1481882,1547590
1661267,1481747,1547836
1661446,1482012,1548125
1661445,1482451,1547835
1661415,1482463,1548221
1661677,1482674,1547948
1661814,1483216,1548803
1661912,1482780,1548778
1662016,1483043,1548426
1662417,1483136,1546930
1662523,1482951,1545054
1663134,1482989,1543790
1663464,1482872,1542035
1663347,1482499,1540294
1663143,1482454,1537861
1663026,1482461,1536587
1663177,1482799,1533740
1662900,1482598,1532688
1662900,1482920,1530610
1662733,1482497,1529579
1662947,1482254,1528228
1663111,1482319,1527773
1663084,1482035,1527308
1663030,1481889,1526963
1663067,1481963,1526828
1663541,1482444,1526198
1663562,1482574,1525650
1663605,1482749,1524612
1663778,1482884,1525155
1663882,1482961,1525498
1663872,1482980,1526467
1664163,1483341,1526175
1664245,1483348,1526153
1664636,1483766,1526323
1664652,1483664,1526601
1664964,1484067,1527615
1664906,1483835,1528303
1665101,1484570,1529181
1665332,1484677,1530125
1665361,1485344,1530434
1665024,1485265,1531425
1665011,1485708,1531601
1665011,1485625,1531653
1665317,1485981,1531441
1665692,1486299,1531604
1665874,1486298,1531106
1665893,1486056,1531322
1666272,1486811,1531765
1666465,1487254,1531489
1666633,1487370,1531126
1666638,1488065,1531254
1666796,1487975,1531420
1666939,1488242,1532527
1667082,1488232,1533159
1667283,1488716,1533454
1667601,1488778,1533540
1668152,1489253,1534330
1668295,1489178,1534799
1668289,1489346,1536153
1668457,1489387,1537092
1668478,1489824,1537369
1668873,1489934,1538126
1668994,1490483,1541382
1668774,1490666,1540407
1668774,1490574,1540396
1669171,1490802,1540281
1669372,1490994,1542725
1669519,1491052,1541397
1669655,1491563,1541215
1669876,1491209,1542429
1670376,1491521,1543782
1670540,1491970,1544109
1670722,1491256,1544691
1670833,1490900,1544929
1670387,1490111,1547119
1670020,1489266,1547283
1669446,1488451,1548052
1669182,1487606,1548344
1668433,1486570,1549010
1668298,1485881,1549668
1667613,1485148,1549996
1667019,1484178,1550952
1666408,1483643,1550227
1665815,1483114,1550576
1665396,1482868,1551115
1664915,1482731,1552336
1663938,1482665,1552524
1663938,1482571,1552974
1663867,1482099,1553008
1663605,1482317,1553253
1663602,1482462,1553412
1663422,1482482,1553862
