GREEN,RED,IR
1276313,1926511,1967754
1275559,1925093,1967029
1274651,1923703,1967505
1272396,1923549,1966062
1271864,1924089,1967384
1271477,1924806,1965790
1270992,1925324,1966919
1270951,1925579,1966646
1270748,1925193,1965352
1270372,1925234,1964437
1270577,1924843,1963328
1270473,1924158,1963966
1270622,1923465,1964416
1270817,1923193,1964977
1270527,1922606,1965007
1270974,1922526,1966445
1271072,1922732,1964989
1271228,1923219,1964190
1271450,1923779,1965309
1271172,1923783,1964703
1271172,1923453,1964338
1271272,1922929,1965337
1271599,1922130,1964642
1271602,1921875,1965809
1271806,1921181,1965674
1272024,1920811,1965455
1271522,1920645,1964883
1271685,1918499,1966023
1271739,1917527,1966531
1271445,1917026,1966167
1271411,1916875,1965641
1270972,1916694,1966297
1271025,1917505,1966258
1270965,1917986,1964879
1271049,1918316,1967039
1271170,1919250,1966532
1271390,1919963,1966996
1271337,1920354,1965926
1271675,1921385,1966288
1271719,1922100,1967006
1272000,1923241,1966965
1271883,1923846,1967172
1271878,1924455,1967478
1271878,1925381,1967186
1272125,1926842,1968119
1272268,1928128,1967520
1272703,1929766,1968410
1272965,1929883,1966913
1273191,1930106,1967854
1273707,1930579,1966517
1274054,1931237,1968248
1274368,1931720,1967674
1274528,1931864,1966913
1274814,1932229,1965480
1274932,1932111,1964785
1274835,1932423,1963332
1275116,1932355,1962182
1275886,1932637,1961769
1276111,1932198,1960811
1276260,1932220,1960362
1276508,1931673,1958199
1276745,1931836,1958335
1276955,1931878,1957684
1277278,1932200,1958522
1277171,1932389,1958305
1277171,1932092,1958298
1277305,1931945,1956725
1277418,1932169,1957641
1277691,1932641,1957978
1277989,1932533,1959484
1278339,1932222,1959318
1278782,1931645,1959652
1278886,1931605,1960364
1279198,1931555,1960652
1279064,1931486,1960965
1279091,1931237,1961263
1278665,1930009,1962445
1277910,1929373,1962484
1277636,1928553,1963011
1276708,1927126,1961867
1276141,1925479,1962037
1275268,1924241,1961857
1274463,1922898,1962651
1273316,1922631,1961385
1272955,1922726,1962897
1272468,1923172,1962396
1272083,1924267,1962109
1271668,1924620,1962785
1271668,1925026,1961570
1271415,1925349,1961915
1271284,1926058,1961745
1271438,1926192,1962184
1271232,1925569,1961349
1271328,1924467,1961831
1271379,1925170,1961758
1271415,1924790,1963069
1271530,1925019,1962751
1271709,1925622,1962877
1271751,1925886,1963177
1271704,1925292,1963410
1271620,1925364,1964922
1271990,1925309,1964543
1272203,1925318,1963625
1272341,1924733,1964698
1272282,1924774,1965011
1272400,1924633,1965278
1272043,1924986,1965217
1272181,1925004,1966085
1272050,1925278,1967378
1271777,1925113,1966140
1271777,1924893,1966219
1271679,1924062,1966685
1271420,1923367,1968210
1271146,1923529,1968858
1271334,1923510,1967264
