GREEN,RED,IR
1593250,1050009,1193643
1593591,1049910,1193993
1592968,1050071,1193599
1593011,1049982,1191489
1593236,1050101,1189774
1593259,1049945,1189777
1593272,1050203,1189147
1593352,1050044,1188657
1593184,1049995,1187204
1593165,1050009,1187704
1593254,1050108,1186452
1593480,1050041,1184979
1593771,1050263,1185036
1593983,1050234,1184822
1593981,1050258,1184070
1593963,1050531,1184564
1593826,1050789,1184757
1593865,1051064,1186997
1593887,1050705,1190837
1594231,1050427,1195894
1594249,1050395,1192327
1593978,1050442,1183523
1593712,1050493,1178537
1593995,1050213,1175956
1593953,1049963,1183446
1593811,1049656,1186296
1593696,1049239,1192953
1593682,1048631,1193523
1593226,1048104,1193612
1593301,1047827,1192200
1593125,1047686,1190132
1593383,1047493,1187635
1592810,1047254,1185974
1592649,1047067,1183976
1592622,1047080,1183871
1592662,1046993,1184461
1592455,1047263,1186231
1592378,1047270,1189938
1592115,1047086,1193655
1592115,1047004,1199792
1592348,1047063,1204791
1592533,1047440,1207760
1592576,1047420,1205906
1592329,1047164,1203975
1592071,1047018,1199417
1592084,1047248,1193911
1592002,1047064,1188241
1592218,1047319,1186629
1592309,1047114,1185790
1592125,1046819,1187500
1591849,1046496,1187323
1592032,1046482,1186503
1592137,1046346,1185457
1592361,1046444,1184472
1592324,1046052,1185249
1592146,1045743,1185318
1591893,1045651,1187142
1592282,1045772,1187442
1591960,1045961,1188320
1592107,1046274,1187593
1592332,1046359,1187953
1592373,1046403,1189313
1592295,1046676,1190321
1591976,1046831,1190207
1591935,1046803,1193187
1591865,1046711,1196742
1592109,1046807,1200257
1592007,1047029,1202175
1592233,1047112,1205324
1592093,1047163,1208790
1592110,1047326,1208754
1592241,1047388,1210123
1592428,1047580,1208344
1592467,1047895,1203183
1592602,1048036,1199548
1592287,1048238,1190201
1592658,1048734,1186427
1592817,1049027,1185223
1592750,1049660,1184823
1592367,1049921,1185059
1592367,1050272,1186249
1592534,1050497,1194994
1592693,1050654,1196956
1592817,1050615,1200378
1592724,1050729,1202657
1592734,1050842,1205474
1592845,1051096,1207530
